DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,colaboradores,lat,lon
AV. LOS ANGELES 602 URB. COMAS 15314,COMAS,LIMA,LIMA,1,-11.9369405,-77.0663266
"AV. LOS ANGELES 602 URB, COMAS",COMAS,LIMA,LIMA,1,-11.9369405,-77.0663266
AV. LIBERTAD N° 451 MZ D LT 2,COCACHACRA,ISLAY,AREQUIPA,1,-17.0894045,-71.7592172
AV. LARCO 665 MIRAFLORES,MIRAFLORES,LIMA,LIMA,1,-12.1238847,-77.0291879
CALLE MORELLI 185 A ESPALDAS DEL CENTRO COMERCIAL LA RAMBLA DE SAN BORJA,SAN BORJA,LIMA,LIMA,1,-12.0964515,-76.9956899
CALLE MORAL 318,AREQUIPA,AREQUIPA,AREQUIPA,1,-16.3969616,-71.5377816
"CALLE MONTE ROSA 256, SURCO",SURCO,LIMA,LIMA,1,-11.8678175,-76.4576592
CALLE MIRAFLORES MZ. T1 LOTE 04,SANTO TOMAS,CHUMBIVILCAS,CUSCO,1,-14.4500414,-72.081998
CAMINO REAL 390,SAN ISIDRO,LIMA,LIMA,1,-12.0974121,-77.036902
CALLE. INDEPENDENCIA N° 139 - PISCO,PISCO,PISCO,PISCO,1,-13.7138616,-76.2028939
"CALLE VIRGILIO DALLORSO N° 115-A, CHICLAYO PRIMER PISO",CHICLAYO,CHICLAYO,LAMBAYEQUE,1,-6.7716146,-79.8387175
"CALLE UNO, CASA N°1-710, MZ.0837, BARRIO DE MIRAFLORES",LOS ORGANOS,TALARA,PIURA,1,-4.179643,-81.1286825
CALLE TARMA 311,CHANCHAMAYO,CHANCHAMAYO,JUNIN,1,-11.7355618,-77.1434284
CALLE TACNA N° 628 - OTUZCO - LA LIBERTAD,OTUZCO,OTUZCO,LA LIBERTAD,1,-7.9024691,-78.5656753
CALLE SUCRE 765 (FRENTE A LA PLAZA DE ARMAS),HUARAZ,HUARAZ,ANCASH,1,-9.5298511,-77.5289981
CALLE SIMON BOLIVAR N° 1247-1249,JAEN,JAEN,CAJAMARCA,1,-5.7086087,-78.8075898
"AV. LA MOLINA CDRA. 3, ATE 15012",ATE,LIMA,LIMA,1,-12.0387281,-76.896873
AV. LA MARINA 2527 - SAN MIGUEL,SAN MIGUEL,LIMA,LIMA,1,-12.0729123,-77.1031775
AV. LA CULTURA 1128 CON JR. CAHUIDE - CUZCO,CUSCO,CUSCO,CUSCO,1,-13.5170887,-71.9785356
"AV. JOSE PARDO 175, MIRAFLORES 15074",MIRAFLORES,LIMA,LIMA,1,-12.1191489,-77.032302
CALLE SHELL 517,MIRAFLORES,LIMA,LIMA,1,-12.1206214,-77.0294993
CALLE SANTAROSA # 401,MORROPE,LAMBAYEQUE,LAMBAYEQUE,1,-6.5403873,-80.0153619
"CALLE SAN JOSE N° 407 (ANTES MZ. 23, LOTE 1, PUEBLO TRADICIONAL MOCHUMI)",MOCHUMI,LAMBAYEQUE,LAMBAYEQUE,1,-6.5474461,-79.8645893
CALLE SAN JOSE N° 222,OYOTUN,CHICLAYO,LAMBAYEQUE,1,-12.1894046,-76.9755834
"CENTRO POBLADO VILLA AGUAYTIA MZ. Q, LOTE 3",PADRE ABAD,PADRE ABAD,UCAYALI,1,-8.91165,-75.6301604
"CENTRO POBLADO SEMI-RURAL PACHACUTEC, GRUPO ZONAL N° 10, ZONA D, MZ 52 LOTE 9D, SECCION 1 Y SECCION 2",CERRO COLORADO,AREQUIPA,AREQUIPA,1,-16.2979991,-71.573948
"CENTRO POBLADO PAUCARTAMBO MZ D4, LOTE 7",PAUCARTAMBO,PAUCARTAMBO,CUSCO,1,-13.3176052,-71.5959691
CENTRO COMERCIAL REAL PLAZA DE SANTA CLARA,ATE VITARTE,LIMA,LIMA,1,-12.0157644,-76.8867461
CENTRO COMERCIAL LA RAMBLA AVENIDA JAVIER PRADO 2010C.C. LA RAMBLA 1 ER PISO TIENDA 135,SAN BORJA,LIMA,LIMA,1,-12.0964515,-76.9956899
"CC REAL PLAZA, CTRA. CENTRAL KM. 10.5, ATE 15487",ATE,LIMA,LIMA,1,-12.0387281,-76.896873
CASA N° 310 AV. ANTONIO LORENA DE LA URBANIZACION JERUSALEN - SAN JERONIMO – CUZCO - CUZCO,SAN JERONIMO,CUZCO,CUZCO,1,-13.5585733,-71.8883114
CARRETERA VIA EVITAMIENTO - CHICLAYO,CHICLAYO,CHICLAYO,LAMBAYEQUE,1,-6.7716146,-79.8387175
AV. JOSE M. EGUREN 599 (EX-GRAU),BARRANCO,LIMA,LIMA,1,-12.1496977,-77.0212908
"AV. JOSE DE LAMA 365, BARRIO LETICIA MZ. 12, LT.02,",SULLANA,SULLANA,PIURA,1,-4.8900643,-80.6873604
"AV. JOSE BALTA 608, CHICLAYO 14001",CHICLAYO,CHICLAYO,CHILAYO,1,-6.7764338,-79.8388542
"AV. JOSE ABELARDO QUINONEZ, LOTE LAS NINFAS – 2 LOCAL COMERCIAL LF 03 Y LF 02, ZONA URBANA SAN JUAN BAUTISTA",IQUITOS,MAYNAS,LORETO,1,-3.749365,-73.2444145
AV. JORGE CHAVEZ 501 BL B ZONA 1 URB. LAS MERCEDES,JULIACA,SAN ROMAN,PUNO,1,-15.4932314,-70.1356177
"AV. JAVIER PRADO ESTE 3536, SAN BORJA 15037",SAN BORJA,LIMA,LIMA,1,-12.0863229,-76.987992
CARRETERA PANAMERICANA NORTE KM. 561 VALLE STA. CATALINA LARREA,TRUJILLO,TRUJILLO,LA LIBERTAD,1,-8.1116778,-79.0287742
CAMPAMENTO SOUTHERN PERU - AV. PLAZA S/N VILLA BOTIFLACA,TORATA,MARISCAL NIETO,MOQUEGUA,1,-17.0765697,-70.8443485
"EMILIANO NINO 508, PUEBLO TRADICIONAL , MOTUPE",MOTUPE,LAMBAYEQUE,LAMBAYEQUE,1,-6.1544303,-79.717074
"DEL CENNTENARIO MZ B5, SAN MARTIN DE PORRES 15112",SAN MARTIN DE PORRES,LIMA,LIMA,1,-11.9814786,-77.0963114
CUTERVO N° 116,SANTA CRUZ,SANTA CRUZ,CAJAMARCA,1,-6.3790362,-78.8157238
"CTRA. PANAMERICANA N, TUMBES 24002",TUMBES,TUMBES,TUMBES,1,-3.5848176,-80.4732873
AV. ISLAY S/N MZ. I LT. 2-B,CAYLLOMA,CAYLLOMA,AREQUIPA,1,-15.1885771,-71.7729945
"AV. INCA PACHACUTEC MZ.B1, LT.16 (ANEXO 22)",SAN ANTONIO,HUAROCHIRI,LIMA,1,-11.8064482,-76.7874076
AV. INCA GARCILAZO DE LA VEGA 1390-1394,LIMA,LIMA,LIMA,1,-12.060628,-77.0035995
AV. IMPERIO DE LOS INCAS S/N.,MACHUPICCHU,URUBAMBA,CUZCO,1,-13.1551717,-72.5256609
"AV. HUANCANE 210, JULIACA 21103",JULIACA,SAN ROMAN,PUNO,1,-15.4748758,-70.1146962
AV. HORACIO ZEVALLOS 421,LA OROYA,YAULI,JUNIN,1,-12.0031927,-77.0777638
AV. GUSTAVO PINTO 362,TACNA,TACNA,TACNA,1,-18.0043687,-70.2423898
AV. GUARDIA CIVIL N° 312,CHORRILLOS,LIMA,LIMA,1,-12.0905938,-77.0080075
AV. GUARDIA CIVIL MZ B LOTE 12 AAHH MARIA GORETTI,CASTILLA,PIURA,PIURA,1,-5.115365,-80.5340462
AV. GRAU N° A-39 URB. CASCO,PARINAS,TALARA,PIURA,1,-4.488083,-81.0619503
CORONEL PORTILLO 623,CALLERIA,CORONEL PORTILLO,UCAYALI,1,-12.3227602,-74.0125348
CENTRO POBLADO VILLA RICA CERCADO MZ D LT 13 CON FTE A LA AV. LEOPOLDO KRAUSS 498(PUERTA PRINCIPAL),VILLA RICA,OXAPAMPA,PASCO,1,-10.7351432,-75.2676019
JIRON ASAMBLE 289- AYACUCHO,AYACUCHO,AYACUCHO,AYACUCHO,1,-13.1604269,-74.2256973
"JIRON 3, MZ W, LOTE 21, PUEBLO JOVEN 3 DE OCTUBRE",SOCABAYA,AREQUIPA,AREQUIPA,1,-16.4689321,-71.5380727
INTERSECCION JR. SALAMANCA CDRA. 10 Y JR. ORTIZ ARRIETA CDRA. 2,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS,1,-6.2293182,-77.8714631
"GASPAR HERNADEZ UNDEFINED, LIMA, PERU",LIMA,LIMA,LIMA,1,-12.0459808,-77.0305912
"G536+J8F, LA JOYA 04405",LA JOYA,AREQUIPA,AREQUIPA,1,-16.4235536,-71.8178329
AV. GRAU N° 521 – CENTRO DE ZORRITOS,ZORRITOS,CONTRALMIRANTE VILLAR,TUMBES,1,-3.680529,-80.6797377
AV. GRAU 410 SOTANO Y 1ER PISO,LA VICTORIA,LIMA,LIMA,1,-12.0641355,-77.0295563
AV. GRAN CHIMU NRO. 810 URB. ZARATE (CHIMU 810) LIMA - LIMA - SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,LIMA,LIMA,1,-12.0017252,-77.0084106
AV. GRAN CHIMU 827,SAN JUAN DE LURIGANCHO,LIMA,LIMA,1,-12.0417315,-76.9664375
"AV. GRAL. JUAN ANTONIO ALVAREZ DE ARENALES, JESUS MARIA 15072",JESUS MARIA,LIMA,LIMA,1,-12.0751522,-77.043904
AV. GIRALDEZ 288. CERCADO DE HUANCAYO,HUANCAYO,HUANCAYO,JUNIN,1,-12.068098,-75.2100953
AV. GARZON Nº 1319 - JESUS MARIA,JESUS MARIA,LIMA,LIMA,1,-12.0641663,-77.0440016
AV. GARCILAZO 506. WANCHAQ. CUSCO,WANCHAQ,CUSCO,CUSCO,1,-13.5293361,-71.9552876
ESQUINA DE CALLE PROCURADORES Y PORTAL DE HARINAS N° 177,CUZCO,CUZCO,CUZCO,1,-13.5169542,-71.9792712
ESQ. INDEPENDENCIA – ALFONSO UGARTE N° 290 -298 VIRU - LA LIBERTAD,VIRU,VIRU,LA LIBERTAD,1,-8.4169,-78.7623
"ESQ AV. ANDRES AVELINO CACERES CON AV. GUILLERMO IRAZOLA LOCALES N° 32, 33 Y 33B (ALT. 4TO PUENTE).",CASTILLA,PIURA,PIURA,1,-5.115365,-80.5340462
"JIRON VIRU N° 190 URB BRENA PACHECO, EL TAMBO",EL TAMBO,HUANCAYO,JUNIN,1,-11.97218,-75.1473422
"JIRON PABLO BERMUDEZ 181, LIMA 15046",CERCADO DE LIMA,LIMA,LIMA,1,-12.0723933,-77.0362839
JIRON MIGUEL GRAU N° 430,PEDRO GALVEZ,SAN MARCOS,CAJAMARCA,1,-16.4364331,-71.5397124
JIRON MARCHAND N°143,SAN PEDRO DE MALA,CANETE,LIMA PROVINCIAS,1,-12.1022141,-77.0022707
JIRON INDEPENDENCIA CRDAS. 16 Y 17,HUANUCO,HUANUCO,HUANUCO,1,-9.9293255,-76.2394845
AV. FERROCARRIL NRO. 1035 PISO 1(C.C. REAL PLAZA) JUNIN - HUANCAYO,HUANCAYO,HUANCAYO,JUNIN,1,-12.068098,-75.2100953
AV. FERROCARRIL NRO. 1035 INT. LS03 PISO 2 (C.C. REAL PLAZA) JUNIN -,HUANCAYO,HUANCAYO,JUNIN,1,-12.068098,-75.2100953
AV. FERROCARRIL N 1035,HUANCAYO,HUANCAYO,JUNIN,1,-15.8257619,-70.0105353
AV. ENCALADA 695,SANTIAGO DE SURCO,LIMA,LIMA,1,-12.0349159,-76.9637465
AV. EMANCIPACION Nº 184 - TDA. 104 1° PISO - CERCADO DE LIMA,EMANCIPACION,LIMA,LIMA,1,-12.0476129,-77.0359891
AV. ELMER FAUCETT S/N Y TOMAS VALLE,CALLAO,CALLAO,LIMA,1,-11.9496688,-77.1288139
"AV. ELMER FAUCETT 149, SAN MIGUEL 15088",SAN MIGUEL,LIMA,LIMA,1,-12.0742252,-77.0990394
AV. EL TRIUNFO N° 101 1ER° PISO,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,1,-12.1766438,-76.9189677
"JIRON GASPAR HERNANDEZ, LIMA 15079, PERU",LIMA,LIMA,LIMA,1,-12.0459808,-77.0305912
JIRON DAMASO BERAUN N°915 HUANUCO,HUANUCO,HUANUCO,HUANUCO,1,-9.9293255,-76.2394845
JIRON CARPACCIO 250 - OFICINA 612,SAN BORJA,LIMA,LIMA,1,-12.0964515,-76.9956899
JR. ALFONSO UGARTE S/N (ANTES DENOMINADO LOTE 1 DE LA MANZANA M DEL CENTRO POBLADO LAS LOMAS),LAS LOMAS,PIURA,PIURA,1,-4.6578078,-80.2433237
JR. ALEJANDRO O.DEUSTUA 431 - EL TAMBO -HUANCAYO,HUANCAYO,HUANCAYO,HUANCAYO,1,-12.068098,-75.2100953
JR. ADRIANZEN N° 572,MORROPON,MORROPON,PIURA,1,-5.1842922,-79.9717204
JR. 9 DE JULIO N° 346,CONCEPCION,CONCEPCION,JUNIN,1,-11.918435,-75.3130386
JR. 7 DE JUNIO 200 ESQUINA CON JR. ZAVALA,CALLERIA,CORONEL PORTILLO,UCAYALI,1,-7.8964619,-74.1845474
JR. 28 DE JULIO N°342. DESAGUADERO. CHUCUITO. PUNO,DESAGUADERO,CHUCUITO,PUNO,1,-16.564809,-69.0401545
JR. 27 DE NOVIEMBRE # 581,CHOTA,CHOTA,CAJAMARCA,1,-6.5614846,-78.6509551
JR. 25 DE DICIEMBRE SUB LOTE 3,AYAVIRI,MELGAR,PUNO,1,-14.8818397,-70.5900142
JR LIMA 546,PANAO,PACHITEA,HUANUCO,1,-11.967575,-77.0113689
JR JOSE GALVEZ S/N - TAYABAMBA - PATAZ - LA LIBERTAD,TAYABAMBA,TAYABAMBA,LA LIBERTAD,1,-8.2742,-77.2963
JR ICA NRO 699 MZ 53 LOTE 4 CASCO URBANO,CATACAOS,PIURA,PIURA,1,-5.2654817,-80.6760774
JR CASTILLA - 417,TAMBO GRANDE,PIURA,PIURA,1,-7.3649296,-78.8036191
"JR AYACUCHO S/N MZ Y1 LT 5, CENTRO POBLADO PAUCARA",PAUCARA,PAUCARA,HUANCAVELICA,1,-12.7299492,-74.6662329
JR ARICA N° 221,URCOS,QUISPICANCHI,CUSCO,1,-13.6879153,-71.6255835
JR ANCASH N° 920 PARQUE BARRIO SAN BARTOLOME,HUARI,HUARI,ANCASH,1,-9.3484957,-77.1722483
JOSE LEONARDO ORTIZ 14000,ILO,CHICLAYO,LIMA,1,-6.7575397,-79.8307269
JR. AYACUCHO N° 282,HUANCAYO,HUANCAYO,JUNIN,1,-12.068098,-75.2100953
JR. ARICA 1100,BELEN,MAYNAS,LORETO,1,-3.849332,-73.2524399
JR. AREQUIPA N° 1005 CERCADO,PUNO,PUNO,PUNO,1,-12.0848783,-75.2034845
JR. APURIMAC N° 686-688.,CHULUCANAS,MORROPON,PIURA,1,-5.0965065,-80.1609229
AV. EL TRAPICHE S/N MZ. 60 LT 22,PATAPO,CHICLAYO,LAMBAYEQUE,1,-6.7380722,-79.6391387
AV. EL SOL 382 CENTRO HISTORICO CUZCO – CUZCO – CUZCO,CUZCO,CUZCO,CUZCO,1,-13.5169542,-71.9792712
AV. EL SOL 120. BARRIO BELLAVISTA. PUNO,PUNO,PUNO,PUNO,1,-15.8368788,-70.0229808
"AV. EL SANTUARIO N°1323 -1325, URB. ZARATE",SAN JUAN DE LURIGANCHO,LIMA,LIMA,1,-12.0017252,-77.0084106
AV. EL PROGRESO N° 471.,CARHUAZ,CARHUAZ,ANCASH,1,-9.2817496,-77.646261
AV. EL DORADO N° 1265 - JOSE LEONARDO ORTIZ - CHICLAYO - LAMBAYEQUE,JOSE LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE,1,-6.7575905,-79.8542979
"AV. EL DERBY 254, SURCO",SURCO,LIMA,LIMA,1,-12.0976027,-76.9728728
AV. EL DERBY 055 CENTRO EMPRESARIAL CRONOS TORRE 4 PISO 3,SANTIAGO DE SURCO,LIMA,LIMA,1,-12.1251049,-76.9821605
AV. EJERCITO N° 793 PISO 5,CAYMA,AREQUIPA,AREQUIPA,1,-16.2793942,-71.4603116
"AV. DOS DE MAYO N° 1199 , ESQUINA CON CALLE LOS ROBLES N° 205 - 209 , URBANIZACION FUNDO ORRANTIA, SAN ISIDRO",SAN ISIDRO,LIMA,LIMA,1,-12.0989209,-77.0346439
JR. ALMIRANTE GRAU 711,RIOJA,RIOJA,SAN MARTIN,1,-6.0627128,-77.1677322
JR. ALMIRANTE GRAU 393,SAN VICENTE DE CANETE,CANETE,LIMA PROVINCIAS,1,-13.077767,-76.3874465
JR. COMERCIO PUERTA COMERCIAL N° 1334,LA UNION,DOS DE MAYO,HUANUCO,1,-9.8284557,-76.8013469
JR. COMERCIO N° 1160,CHIQUIAN,BOLOGNESI,ANCASH,1,-10.152032,-77.1568233
AV. DIAZ BARCENAS N° 917 ABANCAY-APURIMAC,ABANCAY,ABANCAY,APURIMAC,1,-13.6355142,-72.8791695
AV. DE LA CULTURA 2111 URB. MAJISTERIO,CUSCO,CUSCO,CUSCO,1,-13.5170887,-71.9785356
"AV. DANIEL ALCIDES CCARRION 941, AREQUIPA 04002",JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA,1,-16.4331715,-71.5233141
AV. DANIEL ALCIDES CARRION 227 - REF. LA PAMPILLA,AREQUIPA,AREQUIPA,AREQUIPA,1,-16.3988667,-71.5369607
AV. CONDORCANQUI N° 1252 – LA ESPERANZA - TRUJILLO - LA LIBERTAD,LA ESPERANZA,TRUJILLO,LA LIBERTAD,1,-8.0633115,-79.0590158
AV. COLLASUYO NRO. 2964 INT. 203 (TDA. REAL PLAZA CUZCO) CUZCO - CUZCO –,CUZCO,CUZCO,CUZCO,1,-13.5169542,-71.9792712
AV. CIRCUNVALACION 2147 URB. EL PINO,SAN LUIS,LIMA,LIMA,1,-12.0715293,-76.9937699
AV. CICUMV. ARENALES N°217,CHAUPIMARCA,PASCO,PASCO,1,-10.6978799,-76.2495433
JR. CALLE 7 DE JUNIO NRO. 625,SAN MARTIN DE PANGOA,SATIPO,JUNIN,1,-11.42842,-74.4885836
JR. CAILLOMA Nº 466-474-478-498 Y AV. DE LA EMANCIPACION Nº 300-308-312,LIMA,LIMA,LIMA,1,-12.0459808,-77.0305912
JR. BOLOGNESI 349-353,OXAPAMPA,OXAPAMPA,PASCO,1,-7.3651683,-78.8041253
JR. BOLIVAR N° 1198,JAUJA,JAUJA,JUNIN,1,-5.9214351,-77.3147335
JR. BOLIVAR 308,OXAPAMPA,OXAPAMPA,PASCO,1,-5.9214351,-77.3147335
JR. BOLIVAR 1117,COLAN,PAITA,PIURA,1,-5.9214351,-77.3147335
JR. HUALLAGA N° 734,JUANJUI,MARISCAL CACERES,SAN MARTIN,1,-7.2720033,-76.7508655
JR. HUALLAGA 737 - 739 - 741,JUANJUI,MARISCAL CACERES,SAN MARTIN,1,-7.2720033,-76.7508655
JR. GUILLERMO CACERES TRESIERRA Nº 369 - 371,ANDAHUAYLAS,ANDAHUAYLAS,APURIMAC,1,-13.6564057,-73.3899459
JR. GRAU 333 PUNO,PUNO,PUNO,PUNO,1,-15.8405962,-70.0279512
JR. FREDY ALIAGA 136 C-01 MZ C0(30),TOCACHE,TOCACHE,SAN MARTIN,1,-8.1887651,-76.510263
JR. FRANCISCO IRAZOLA 251 SATIPO,SATIPO,SATIPO,JUNIN,1,-11.2558599,-74.635278
AV. CHACHI DIBOS 1201,CHORRILLOS,LIMA,LIMA,1,-12.1709478,-77.02126
AV. CHACHAPOYAS N° 2376,BAGUA GRANDE,UTCUBAMBA,AMAZONAS,1,-5.7537273,-78.4453314
AV. CESAR VALLEJO N° 311 URB. PALERMO,TRUJILLO,TRUJILLO,LA LIBERTAD,1,-8.1116778,-79.0287742
AV. CENTENARIO 4614 - CENTRO COMERCIAL OPEN PLAZA,YARINACOCHA,CORONEL PORTILLO,UCAYALI,1,-8.3548391,-74.5758217
AV. CELESTINO MANCHEGO MUNOZ N° 298,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,1,-12.7853861,-74.9665748
AV. CAQUETA N° 998,RIMAC,LIMA,LIMA,1,-12.0266773,-77.0340939
AV. CAMINO REAL N° 1281 PISO 7,SAN ISIDRO,LIMA,LIMA,1,-12.0989209,-77.0346439
JR. FACUNDO VARILLAS S/N PARQUE VIGIL - HUARI - HUARI - ANCASH,HUARI,HUARI,ANCASH,1,-9.3484957,-77.1722483
JR. DOS DE MAYO N° 335 - 337. BARRIO SANTA BARBARA. ILAVE. EL COLLAO. PUNO,ILAVE,EL COLLAO,PUNO,1,-16.086789,-69.6385874
JR. DOS DE MAYO NRO. 324-330,IMPERIAL,CANETE,LIMA PROVINCIAS,1,-13.0610167,-76.3529217
"AV. BALTA N° 176 - 179, ESQ. CON BOLOGNESI",BALTA,CHICLAYO,CHICLAYO,1,-6.8644684,-79.8148782
"JR. LIMA 734, MZ S, LT 5",TACABAMBA,CHOTA,CAJAMARCA,1,-6.3929949,-78.6112435
JR. LIMA 543,TARMA,TARMA,JUNIN,1,-11.967575,-77.0113689
"JR. LIMA 496, ESQUINA CON CALLE. MIGUEL GRAU. NAZCA - ICA",NAZCA,NAZCA,ICA,1,-14.8277203,-74.9370624
JR. LIMA 360,SAN PABLO,SAN PABLO,CAJAMARCA,1,-12.0497279,-77.0301259
JR. LIMA 290 MZ. 58 LOTE 1 - TAMBOGRANDE – PIURA,TAMBOGRANDE,PIURA,PIURA,1,-4.9353455,-80.3424013
JR. LIBERTAD 545-549,SANTA ANA,LA CONVENCION,CUZCO,1,-11.9604211,-77.0396988
JR. JUNIN 785,JAUJA,JAUJA,JUNIN,1,-12.0489122,-77.0235818
JR. JULIO BELLIDO 503 - SAN JUAN DE MIRAFLORES,SAN JUAN DE MIRAFLORES,LIMA,LIMA,1,-12.1628581,-76.9635192
JR. JOSE SABOGAL N° 321 - CAJAMARCA - CAJAMARCA - CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,-7.1566682,-78.517306
"JR. JOSE GABRIEL CONDORCANQUI N° 2125 (PUEBLO JOVEN LA ESPERANZA SECTOR JERUSALEN BARRIO 1, MZ 4 LOTE 11), DISTRITO LA ESPERANZA, PROVINCIA DE TRUJILLO, DEPARTAMENTO DE LA LIBERTAD",LA ESPERANZA,TRUJILLO,LA LIBERTAD,1,-8.0633115,-79.0590158
"JR. JOSE DE SUCRE 659, CERCADO",HUARAZ,HUARAZ,ANCASH,1,-9.5298511,-77.5289981
JR. JAQUIJAHUANA N° 335,ANTA,ANTA,CUSCO,1,-13.4715992,-72.1487471
"JR. INDEPENDENCIA NRO. 16 (CDRA 16 Y 17, LOCAL 102- CC REAL PLAZA) HUANUCO",HUANUCO,HUANUCO,HUANUCO,1,-9.9293255,-76.2394845
JR. HUAYNA CAPAC 130 (CERCA DE CENTRO COMECIAL # 2),JULIACA,SAN ROMAN,PUNO,1,-15.4932314,-70.1356177
JR. HUANCANE N° 169 LT 5 MZ. Z,AZANGARO,AZANGARO,PUNO,1,-14.9095426,-70.1956194
JR. PEDRO RUIZ GALLO 418,CALLAO,CALLAO,LIMA,1,-11.9496688,-77.1288139
JR. PARURO 807,LIMA,LIMA,LIMA,1,-12.0513532,-77.0245889
JR. OQUENDO N° 248,PUNO,PUNO,PUNO,1,-15.8405962,-70.0279512
JR. MARISCAL CACERES MZ E1 LOTE 3 SECTOR CERCADO DE TAMBO,TAMBO,DE LA MAR,AYACUCHO,1,-12.9481515,-74.0201903
JR. MANUEL PRADO 243,SATIPO,SATIPO,JUNIN,1,-11.2558599,-74.635278
"JR. MACHUPICCHU Nº 193, URB. SANTA ANA",SANTA ANA,LA CONVENCION,CUSCO,1,-12.860782,-72.7440796
JR. LOS ANDES NRO. 167 (ANTES PROGRAMA DE VIVIENDA P.V.H.U. ZONA CENTRO MZ. B LT. 39),HUARMEY,HUARMEY,ANCASH,1,-10.0687481,-78.152199
JR. LIMA N°387-397 ESQUINA CON JR. DANIEL ALCIDES CARRION N°317-319,TARAPOTO,SAN MARTIN,SAN MARTIN,1,-6.4877198,-76.3598708
JR. LIMA N° 148 - BARRIO EL COMERCIO - TARAPOTO,TARAPOTO,TARAPOTO,TARAPOTO,1,-6.4946884,-76.3594886
AV. BOLOGNESI N° 301,YANAHUARA,AREQUIPA,AREQUIPA,1,-12.1134469,-76.827174
AV. BOLOGNESI 612,LA PUNTA,CALLAO,LIMA,1,-18.0128149,-70.2480473
AV. BOLOGNESI # 607 - ESQUINA CON JR ELIAS AGUIRRE - REF EX ELIAS AGUIRRE CHIMBOTE,CHIMBOTE,CHIMBOTE,CHIMBOTE,1,-3.9302086,-70.7797051
AV. BOLIVAR 800,PUEBLO LIBRE,LIMA,LIMA,1,-12.0720795,-77.0610369
AV. BOLIVAR 181,CASMA,CASMA,ANCASH,1,-13.5314793,-71.9364475
AV. BENAVIDES 1930-1936-1944-1948 OFICINA 702,MIRAFLORES,LIMA,LIMA,1,-12.1206214,-77.0294993
AV. BELAUNDE 147,SAN ISIDRO,LIMA,LIMA,1,-12.0962186,-77.0368662
"JR. SANTA ROSA MZ. A, LT. 11.",YUNGAY,YUNGAY,ANCASH,1,-9.1397639,-77.7446153
JR. SAN MARTIN N° 700,HUAMACHUCO,SANCHEZ CARRION,LA LIBERTAD,1,-7.8154676,-78.0487063
JR. SAN MARTIN MZ. 48 LT. 5 - SECHURA,SECHURA,SECHURA,PIURA,1,-5.5575353,-80.8223327
JR. SAN MARTIN 425 BARRIO BELEN,MOYOBAMBA,MOYOBAMBA,SAN MARTIN,1,-6.0347302,-76.9746773
JR. SAN JUAN N° 123 -B. JULI. CHUCUITO. PUNO,JULI,CHUCUITO,PUNO,1,-16.2132873,-69.4591568
JR. RICARDO PALMA N° 1010,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,1,-15.8471675,-70.0228677
JR. RAUL PORRAS BARNECHEA N° 1052 ZONA 3,JULIACA,SAN ROMAN,PUNO,1,-15.4932314,-70.1356177
JR. PROSPERO N° 832 – 836,IQUITOS,MAYNAS,LORETO,1,-3.749365,-73.2444145
JR. PROSPERO N° 247 - IQUITOS,IQUITOS,IQUITOS,IQUITOS,1,-3.7508848,-73.2567107
"AV. AVIACION N° 3756, CRUCE CON URB. LA CALERA.",SURQUILLO,LIMA,LIMA,1,-12.1142159,-77.010462
AV. ARMENDARIZ 480 PISO 3,MIRAFLORES,LIMA,LIMA,1,-12.1206214,-77.0294993
AV. ARICA 580,BRENA,LIMA,LIMA,1,-12.0895718,-77.0827128
"AV. ARGENTINA 4793, CARMEN DE LA LEGUA - REYNOSO 07006",CARMEN DE LA LEGUA REYNOSO,CALLAO,CALLAO,1,-12.0471763,-77.0929853
JR. PRIMERO DE MAYO CON JR. MICAELA BASTIDAS N° 501 - 505,PICHANAKI,CHANCHAMAYO,JUNIN,1,-11.002808,-74.815139
JR. PLAZA MAYOR N° 245 .,TARAPOTO,SAN MARTIN,SAN MARTIN,1,-6.4877198,-76.3598708
JR. PLAZA DE ARMAS N° 154,RECUAY,RECUAY,ANCASH,1,-9.722026,-77.4561556
JR.GRAU N° 544. YUNGUYO. YUNGUYO. PUNO,YUNGUYO,YUNGUYO,PUNO,1,-16.2442325,-69.0925538
JR. ZEPITA 423 (FRENTE BCP),ILO,ILO,MOQUEGUA,1,-17.6458772,-71.3452005
JR. VIRREY TOLEDO 383,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,1,-12.78728,-74.9730951
JR. TRIUNFO N° 101 (CINCO ESQUINAS). HUANCANE-PUNO,HUANCANE,HUANCANE,PUNO,1,-15.2040929,-69.7613717
JR. TINGO MARIA N°238-258 LT 6 MZ 16D SECTOR VIDA NUEVA,JOSE CRESPO Y CASTILLO,LEONCIO PRADO,HUANUCO,1,-8.8511045,-76.0736301
JR. TARMA NO. 244,CHANCHAMAYO,CHANCHAMAYO,JUNIN,1,-11.059485,-75.4993163
